defined_class	defined_class_label	muscle	muscle_label
FBbt:00000743	muscle cell of abdominal 3 dorsal oblique muscle 5	FBbt:00058559	abdominal 3 dorsal oblique muscle 5
FBbt:00000745	muscle cell of abdominal 3 lateral oblique muscle 1	FBbt:00058560	abdominal 3 lateral oblique muscle 1
FBbt:00000746	abdominal 3 ventral oblique muscle cell	FBbt:00058561	abdominal 3 ventral oblique muscle
FBbt:00000747	muscle cell of abdominal 3 ventral oblique muscle 1	FBbt:00058562	abdominal 3 ventral oblique muscle 1
FBbt:00000748	muscle cell of abdominal 3 ventral oblique muscle 2	FBbt:00058563	abdominal 3 ventral oblique muscle 2
FBbt:00000749	muscle cell of abdominal 3 ventral oblique muscle 3	FBbt:00058564	abdominal 3 ventral oblique muscle 3
FBbt:00000750	muscle cell of abdominal 3 ventral oblique muscle 4	FBbt:00058565	abdominal 3 ventral oblique muscle 4
FBbt:00000751	muscle cell of abdominal 3 ventral oblique muscle 5	FBbt:00058566	abdominal 3 ventral oblique muscle 5
FBbt:00000752	muscle cell of abdominal 3 ventral oblique muscle 6	FBbt:00058567	abdominal 3 ventral oblique muscle 6
FBbt:00000753	abdominal 3 longitudinal muscle cell	FBbt:00058568	abdominal 3 longitudinal muscle
FBbt:00000755	muscle cell of abdominal 3 lateral longitudinal muscle 1	FBbt:00058569	abdominal 3 lateral longitudinal muscle 1
FBbt:00000756	abdominal 3 ventral longitudinal muscle cell	FBbt:00058570	abdominal 3 ventral longitudinal muscle
FBbt:00000757	muscle cell of abdominal 3 ventral longitudinal muscle 1	FBbt:00058571	abdominal 3 ventral longitudinal muscle 1
FBbt:00000758	muscle cell of abdominal 3 ventral longitudinal muscle 2	FBbt:00058572	abdominal 3 ventral longitudinal muscle 2
FBbt:00000759	muscle cell of abdominal 3 ventral longitudinal muscle 3	FBbt:00058573	abdominal 3 ventral longitudinal muscle 3
FBbt:00000760	muscle cell of abdominal 3 ventral longitudinal muscle 4	FBbt:00058574	abdominal 3 ventral longitudinal muscle 4
FBbt:00000761	abdominal 3 segment border muscle cell	FBbt:00058575	abdominal 3 segment border muscle
FBbt:00000762	abdominal 3 transverse muscle cell	FBbt:00058576	abdominal 3 transverse muscle
FBbt:00000764	muscle cell of abdominal 3 dorsal transverse muscle 1	FBbt:00058577	abdominal 3 dorsal transverse muscle 1
FBbt:00000765	abdominal 3 lateral transverse muscle cell	FBbt:00058578	abdominal 3 lateral transverse muscle
FBbt:00000766	muscle cell of abdominal 3 lateral transverse muscle 1	FBbt:00058579	abdominal 3 lateral transverse muscle 1
FBbt:00000767	muscle cell of abdominal 3 lateral transverse muscle 2	FBbt:00058580	abdominal 3 lateral transverse muscle 2
FBbt:00000768	muscle cell of abdominal 3 lateral transverse muscle 3	FBbt:00058581	abdominal 3 lateral transverse muscle 3
FBbt:00000769	muscle cell of abdominal 3 lateral transverse muscle 4	FBbt:00058582	abdominal 3 lateral transverse muscle 4
FBbt:00000771	muscle cell of abdominal 3 ventral transverse muscle 1	FBbt:00058584	abdominal 3 ventral transverse muscle 1
FBbt:00000772	hypodermal muscle cell of larval abdominal 4	FBbt:00058585	hypodermal muscle of larval abdominal 4
FBbt:00000773	abdominal 4 acute muscle cell	FBbt:00058586	abdominal 4 acute muscle
FBbt:00000774	abdominal 4 dorsal acute muscle cell	FBbt:00058587	abdominal 4 dorsal acute muscle
FBbt:00000775	muscle cell of abdominal 4 dorsal acute muscle 1	FBbt:00058588	abdominal 4 dorsal acute muscle 1
FBbt:00000776	muscle cell of abdominal 4 dorsal acute muscle 2	FBbt:00058589	abdominal 4 dorsal acute muscle 2
FBbt:00000777	muscle cell of abdominal 4 dorsal acute muscle 3	FBbt:00058590	abdominal 4 dorsal acute muscle 3
FBbt:00000778	abdominal 4 ventral acute muscle cell	FBbt:00058591	abdominal 4 ventral acute muscle
FBbt:00000779	muscle cell of abdominal 4 ventral acute muscle 1	FBbt:00058592	abdominal 4 ventral acute muscle 1
FBbt:00000780	muscle cell of abdominal 4 ventral acute muscle 2	FBbt:00058593	abdominal 4 ventral acute muscle 2
FBbt:00000781	muscle cell of abdominal 4 ventral acute muscle 3	FBbt:00058594	abdominal 4 ventral acute muscle 3
FBbt:00000782	abdominal 4 oblique muscle cell	FBbt:00058595	abdominal 4 oblique muscle
FBbt:00000783	abdominal 4 dorsal oblique muscle cell	FBbt:00058596	abdominal 4 dorsal oblique muscle
FBbt:00000784	muscle cell of abdominal 4 dorsal oblique muscle 1	FBbt:00058597	abdominal 4 dorsal oblique muscle 1
FBbt:00000785	muscle cell of abdominal 4 dorsal oblique muscle 2	FBbt:00058598	abdominal 4 dorsal oblique muscle 2
FBbt:00000786	muscle cell of abdominal 4 dorsal oblique muscle 3	FBbt:00058599	abdominal 4 dorsal oblique muscle 3
FBbt:00000787	muscle cell of abdominal 4 dorsal oblique muscle 4	FBbt:00058600	abdominal 4 dorsal oblique muscle 4
FBbt:00000788	muscle cell of abdominal 4 dorsal oblique muscle 5	FBbt:00058601	abdominal 4 dorsal oblique muscle 5
FBbt:00000790	muscle cell of abdominal 4 lateral oblique muscle 1	FBbt:00058602	abdominal 4 lateral oblique muscle 1
FBbt:00000791	abdominal 4 ventral oblique muscle cell	FBbt:00058603	abdominal 4 ventral oblique muscle
FBbt:00000792	muscle cell of abdominal 4 ventral oblique muscle 1	FBbt:00058604	abdominal 4 ventral oblique muscle 1
FBbt:00000793	muscle cell of abdominal 4 ventral oblique muscle 2	FBbt:00058605	abdominal 4 ventral oblique muscle 2
FBbt:00000794	muscle cell of abdominal 4 ventral oblique muscle 3	FBbt:00058606	abdominal 4 ventral oblique muscle 3
FBbt:00000795	muscle cell of abdominal 4 ventral oblique muscle 4	FBbt:00058607	abdominal 4 ventral oblique muscle 4
FBbt:00000796	muscle cell of abdominal 4 ventral oblique muscle 5	FBbt:00058608	abdominal 4 ventral oblique muscle 5
FBbt:00000797	muscle cell of abdominal 4 ventral oblique muscle 6	FBbt:00058609	abdominal 4 ventral oblique muscle 6
FBbt:00000798	abdominal 4 longitudinal muscle cell	FBbt:00058610	abdominal 4 longitudinal muscle
FBbt:00000800	muscle cell of abdominal 4 lateral longitudinal muscle 1	FBbt:00058611	abdominal 4 lateral longitudinal muscle 1
FBbt:00000801	abdominal 4 ventral longitudinal muscle cell	FBbt:00058612	abdominal 4 ventral longitudinal muscle
FBbt:00000802	muscle cell of abdominal 4 ventral longitudinal muscle 1	FBbt:00058613	abdominal 4 ventral longitudinal muscle 1
FBbt:00000803	muscle cell of abdominal 4 ventral longitudinal muscle 2	FBbt:00058614	abdominal 4 ventral longitudinal muscle 2
FBbt:00000804	muscle cell of abdominal 4 ventral longitudinal muscle 3	FBbt:00058615	abdominal 4 ventral longitudinal muscle 3
FBbt:00000805	muscle cell of abdominal 4 ventral longitudinal muscle 4	FBbt:00058616	abdominal 4 ventral longitudinal muscle 4
FBbt:00000806	abdominal 4 segment border muscle cell	FBbt:00058617	abdominal 4 segment border muscle
FBbt:00000807	abdominal 4 transverse muscle cell	FBbt:00058618	abdominal 4 transverse muscle
FBbt:00000809	muscle cell of abdominal 4 dorsal transverse muscle 1	FBbt:00058619	abdominal 4 dorsal transverse muscle 1
FBbt:00000810	abdominal 4 lateral transverse muscle cell	FBbt:00058620	abdominal 4 lateral transverse muscle
FBbt:00000811	muscle cell of abdominal 4 lateral transverse muscle 1	FBbt:00058621	abdominal 4 lateral transverse muscle 1
FBbt:00000812	muscle cell of abdominal 4 lateral transverse muscle 2	FBbt:00058622	abdominal 4 lateral transverse muscle 2
FBbt:00000813	muscle cell of abdominal 4 lateral transverse muscle 3	FBbt:00058623	abdominal 4 lateral transverse muscle 3
FBbt:00000814	muscle cell of abdominal 4 lateral transverse muscle 4	FBbt:00058624	abdominal 4 lateral transverse muscle 4
FBbt:00000816	muscle cell of abdominal 4 ventral transverse muscle 1	FBbt:00058626	abdominal 4 ventral transverse muscle 1
FBbt:00000817	hypodermal muscle cell of larval abdominal 5	FBbt:00058627	hypodermal muscle of larval abdominal 5
FBbt:00000818	abdominal 5 acute muscle cell	FBbt:00058628	abdominal 5 acute muscle
FBbt:00000819	abdominal 5 dorsal acute muscle cell	FBbt:00058629	abdominal 5 dorsal acute muscle
FBbt:00000820	muscle cell of abdominal 5 dorsal acute muscle 1	FBbt:00058630	abdominal 5 dorsal acute muscle 1
FBbt:00000821	muscle cell of abdominal 5 dorsal acute muscle 2	FBbt:00058631	abdominal 5 dorsal acute muscle 2
