#curie_map:
#  BSPO: "http://purl.obolibrary.org/obo/BSPO_"
#  CARO: "http://purl.obolibrary.org/obo/CARO_"
#  CL: "http://purl.obolibrary.org/obo/CL_"
#  DoOR: "http://neuro.uni-konstanz.de/DoOR/content/receptor.php?OR="
#  FBbt: "http://purl.obolibrary.org/obo/FBbt_"
#  FlyBrain_NDB: "https://flybrain-ndb.virtualflybrain.org/neuronrec-"
#  GO: "http://purl.obolibrary.org/obo/GO_"
#  ORCID: "https://orcid.org/"
#  UBERON: "http://purl.obolibrary.org/obo/UBERON_"
#  atlas: "https://www.ento.csiro.au/biology/drosophila/melanogaster.html?"
#  larvalbrain_axon_tract: "http://www.larvalbrain.org/#/browse/axontract/"
#  larvalbrain_neuropil: "http://www.larvalbrain.org/#/browse/neuropil/"
#  obo: "http://purl.obolibrary.org/obo/"
#mapping_set_id: "http://purl.obolibrary.org/obo/fbbt/fbbt-mappings.sssom.tsv"
#mapping_set_description: "Mappings between the Drosophila Anatomy Ontology and foreign ontologies."
#creator_id:
#  - "ORCID:0000-0002-1373-1705"
#  - "ORCID:0000-0002-6095-8718"
#license: "https://creativecommons.org/licenses/by/4.0/"
#subject_source: "obo:fbbt.owl"
subject_id	subject_label	predicate_id	object_id	mapping_justification	object_source	mapping_date	comment
FBbt:00007278	non-connected functional system	semapv:crossSpeciesExactMatch	UBERON:0015203	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00007280	embryonic/larval head sense organ	semapv:crossSpeciesExactMatch	UBERON:6007280	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00007284	region of integument	semapv:crossSpeciesExactMatch	UBERON:6007284	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00007285	segmental subdivision of integument	semapv:crossSpeciesExactMatch	UBERON:6007285	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00007288	integumentary specialization	semapv:crossSpeciesExactMatch	UBERON:6007288	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00007289	tagmatic subdivision of integument	semapv:crossSpeciesExactMatch	UBERON:6007289	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00007325	epidermal cell	semapv:crossSpeciesExactMatch	CL:0000463	semapv:ManualMappingCuration	obo:cl.owl	2024-07-12	
FBbt:00007330	organ system subdivision	semapv:crossSpeciesExactMatch	UBERON:0011216	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00007331	segmental subdivision of organ system	semapv:crossSpeciesExactMatch	UBERON:6007331	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00007367	histaminergic neuron	semapv:crossSpeciesExactMatch	CL:0011110	semapv:ManualMappingCuration	obo:cl.owl	2024-07-12	
FBbt:00007373	internal sense organ	semapv:crossSpeciesExactMatch	UBERON:6007373	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00007377	embryonic/larval tritocerebral commissure	skos:exactMatch	larvalbrain_axon_tract:90	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007389	adult olfactory receptor neuron Or85b/98b	skos:exactMatch	DoOR:ab3B	semapv:ManualMappingCuration		2024-10-17	
FBbt:00007389	adult olfactory receptor neuron Or85b/98b	skos:narrowMatch	FlyBrain_NDB:10424	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007389	adult olfactory receptor neuron Or85b/98b	skos:narrowMatch	FlyBrain_NDB:10425	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007390	adult antennal lobe local neuron	skos:exactMatch	FlyBrain_NDB:10373	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007410	tracheal lumen	semapv:crossSpeciesExactMatch	UBERON:0006832	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00007414	adult multiglomerular antennal lobe projection neuron vPN	skos:exactMatch	FlyBrain_NDB:10513	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007424	epithelial furrow	semapv:crossSpeciesExactMatch	UBERON:6007424	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00007441	adult multiglomerular antennal lobe projection neuron	skos:exactMatch	FlyBrain_NDB:10361	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007443	adult antennal lobe projection neuron DL6 adPN	skos:exactMatch	FlyBrain_NDB:10492	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007444	adult antennal lobe projection neuron VL1 vPN	skos:exactMatch	FlyBrain_NDB:10515	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007446	adult antennal lobe projection neuron VA4 lPN	skos:exactMatch	FlyBrain_NDB:10517	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007447	adult antennal lobe projection neuron VA6 adPN	skos:exactMatch	FlyBrain_NDB:10502	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007448	adult antennal lobe projection neuron VA7l adPN	skos:exactMatch	FlyBrain_NDB:10503	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007449	adult antennal lobe projection neuron VC2 lPN	skos:narrowMatch	FlyBrain_NDB:10357	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007449	adult antennal lobe projection neuron VC2 lPN	skos:narrowMatch	FlyBrain_NDB:10505	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007450	adult antennal lobe projection neuron VL2p adPN	skos:exactMatch	FlyBrain_NDB:10508	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007451	adult antennal lobe projection neuron VL2p lPN	skos:exactMatch	FlyBrain_NDB:10507	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007452	adult antennal lobe projection neuron VM1 lPN	skos:exactMatch	FlyBrain_NDB:10509	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007474	epithelial tube	semapv:crossSpeciesExactMatch	UBERON:0003914	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00007476	adult antennal lobe projection neuron VC1 lPN	skos:exactMatch	FlyBrain_NDB:10517	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007509	adult median bundle fan-shaped body tangential neuron 1	skos:exactMatch	FlyBrain_NDB:10268	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007510	adult median bundle fan-shaped body tangential neuron 2	skos:exactMatch	FlyBrain_NDB:10521	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007511	adult median bundle fan-shaped body tangential neuron 3	skos:exactMatch	FlyBrain_NDB:10522	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007516	vertical system neuron	skos:exactMatch	FlyBrain_NDB:10041	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007523	adult fan-shaped body horizontal delta neuron	skos:exactMatch	FlyBrain_NDB:10251	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007524	pontine neuron P2	skos:exactMatch	FlyBrain_NDB:10252	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007529	adult lateral fan-shaped body tangential neuron Fl1	skos:exactMatch	FlyBrain_NDB:10266	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007530	adult lateral fan-shaped body tangential neuron Fl2	skos:exactMatch	FlyBrain_NDB:10267	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007531	adult lateral fan-shaped body tangential neuron Fl3	skos:exactMatch	FlyBrain_NDB:10269	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007532	adult lateral fan-shaped body tangential neuron Fl4	skos:exactMatch	FlyBrain_NDB:10270	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007534	adult lateral fan-shaped body tangential-protocerebrum neuron ExFl1	skos:exactMatch	FlyBrain_NDB:10519	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007535	adult lateral fan-shaped body tangential-protocerebrum neuron ExFl2	skos:narrowMatch	FlyBrain_NDB:10272	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007535	adult lateral fan-shaped body tangential-protocerebrum neuron ExFl2	skos:narrowMatch	FlyBrain_NDB:10520	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007538	adult ellipsoid body ring neuron R4d	skos:exactMatch	FlyBrain_NDB:10523	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007539	adult intrinsic protocerebral bridge 18 glomeruli-3 glomeruli neuron	skos:exactMatch	FlyBrain_NDB:10274	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007575	aristal sensory neuron VP2	skos:exactMatch	FlyBrain_NDB:10369	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007576	aristal sensory neuron VP3	skos:exactMatch	FlyBrain_NDB:10368	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007580	Y neuron Y6	skos:exactMatch	FlyBrain_NDB:10182	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007583	lobula plate element lpi	skos:exactMatch	FlyBrain_NDB:10096	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007692	sensory system	semapv:crossSpeciesExactMatch	UBERON:0001032	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00007711	larval T1 leg neuropil	skos:narrowMatch	larvalbrain_neuropil:412	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007711	larval T1 leg neuropil	skos:narrowMatch	larvalbrain_neuropil:590	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007712	larval T2 leg neuropil	skos:narrowMatch	larvalbrain_neuropil:414	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007712	larval T2 leg neuropil	skos:narrowMatch	larvalbrain_neuropil:592	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007713	larval T3 leg neuropil	skos:narrowMatch	larvalbrain_neuropil:416	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007713	larval T3 leg neuropil	skos:narrowMatch	larvalbrain_neuropil:594	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007717	central domain of larval tritocerebrum	skos:narrowMatch	larvalbrain_neuropil:304	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007717	central domain of larval tritocerebrum	skos:narrowMatch	larvalbrain_neuropil:482	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007718	centromedial domain of larval tritocerebrum	skos:narrowMatch	larvalbrain_neuropil:335	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007718	centromedial domain of larval tritocerebrum	skos:narrowMatch	larvalbrain_neuropil:513	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007719	dorsal domain of larval tritocerebrum	skos:narrowMatch	larvalbrain_neuropil:368	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007719	dorsal domain of larval tritocerebrum	skos:narrowMatch	larvalbrain_neuropil:546	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007720	ventromedial domain of larval tritocerebrum	skos:narrowMatch	larvalbrain_neuropil:453	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007720	ventromedial domain of larval tritocerebrum	skos:narrowMatch	larvalbrain_neuropil:631	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007721	embryonic/larval superior intermediate protocerebrum	skos:narrowMatch	larvalbrain_neuropil:407	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007721	embryonic/larval superior intermediate protocerebrum	skos:narrowMatch	larvalbrain_neuropil:585	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007724	embryonic/larval posterior ventromedial cerebrum	skos:narrowMatch	larvalbrain_neuropil:405	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007724	embryonic/larval posterior ventromedial cerebrum	skos:narrowMatch	larvalbrain_neuropil:583	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007725	embryonic/larval anterior ventromedial cerebrum	skos:narrowMatch	larvalbrain_neuropil:288	semapv:ManualMappingCuration		2024-07-11	
FBbt:00007725	embryonic/larval anterior ventromedial cerebrum	skos:narrowMatch	larvalbrain_neuropil:466	semapv:ManualMappingCuration		2024-07-11	
FBbt:00011929	embryonic/larval mushroom body	skos:narrowMatch	larvalbrain_neuropil:385	semapv:ManualMappingCuration		2024-07-11	
FBbt:00011929	embryonic/larval mushroom body	skos:narrowMatch	larvalbrain_neuropil:563	semapv:ManualMappingCuration		2024-07-11	
FBbt:00013774	distal medullary amacrine neuron Dm8	skos:exactMatch	FlyBrain_NDB:10088	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015000	centrolateral domain of larval T2 neuromere	skos:narrowMatch	larvalbrain_neuropil:318	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015000	centrolateral domain of larval T2 neuromere	skos:narrowMatch	larvalbrain_neuropil:496	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015001	centromedial domain of larval T2 neuromere	skos:narrowMatch	larvalbrain_neuropil:333	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015001	centromedial domain of larval T2 neuromere	skos:narrowMatch	larvalbrain_neuropil:511	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015002	dorsolateral domain of larval T2 neuromere	skos:narrowMatch	larvalbrain_neuropil:351	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015002	dorsolateral domain of larval T2 neuromere	skos:narrowMatch	larvalbrain_neuropil:529	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015003	dorsomedial domain of larval T2 neuromere	skos:narrowMatch	larvalbrain_neuropil:366	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015003	dorsomedial domain of larval T2 neuromere	skos:narrowMatch	larvalbrain_neuropil:544	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015004	ventrolateral domain of larval T2 neuromere	skos:narrowMatch	larvalbrain_neuropil:435	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015004	ventrolateral domain of larval T2 neuromere	skos:narrowMatch	larvalbrain_neuropil:613	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015005	ventromedial domain of larval T2 neuromere	skos:narrowMatch	larvalbrain_neuropil:451	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015005	ventromedial domain of larval T2 neuromere	skos:narrowMatch	larvalbrain_neuropil:629	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015006	central domain of larval T2 neuromere	skos:narrowMatch	larvalbrain_neuropil:302	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015006	central domain of larval T2 neuromere	skos:narrowMatch	larvalbrain_neuropil:480	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015007	centrolateral domain of larval T3 neuromere	skos:narrowMatch	larvalbrain_neuropil:319	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015007	centrolateral domain of larval T3 neuromere	skos:narrowMatch	larvalbrain_neuropil:497	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015008	centromedial domain of larval T3 neuromere	skos:narrowMatch	larvalbrain_neuropil:334	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015008	centromedial domain of larval T3 neuromere	skos:narrowMatch	larvalbrain_neuropil:512	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015009	dorsolateral domain of larval T3 neuromere	skos:narrowMatch	larvalbrain_neuropil:352	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015009	dorsolateral domain of larval T3 neuromere	skos:narrowMatch	larvalbrain_neuropil:530	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015010	dorsomedial domain of larval T3 neuromere	skos:narrowMatch	larvalbrain_neuropil:367	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015010	dorsomedial domain of larval T3 neuromere	skos:narrowMatch	larvalbrain_neuropil:545	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015011	ventrolateral domain of larval T3 neuromere	skos:narrowMatch	larvalbrain_neuropil:436	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015011	ventrolateral domain of larval T3 neuromere	skos:narrowMatch	larvalbrain_neuropil:614	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015012	ventromedial domain of larval T3 neuromere	skos:narrowMatch	larvalbrain_neuropil:452	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015012	ventromedial domain of larval T3 neuromere	skos:narrowMatch	larvalbrain_neuropil:630	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015013	central domain of larval T3 neuromere	skos:narrowMatch	larvalbrain_neuropil:303	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015013	central domain of larval T3 neuromere	skos:narrowMatch	larvalbrain_neuropil:481	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015014	centrolateral domain of larval T1 neuromere	skos:narrowMatch	larvalbrain_neuropil:317	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015014	centrolateral domain of larval T1 neuromere	skos:narrowMatch	larvalbrain_neuropil:495	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015015	centromedial domain of larval T1 neuromere	skos:narrowMatch	larvalbrain_neuropil:332	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015015	centromedial domain of larval T1 neuromere	skos:narrowMatch	larvalbrain_neuropil:510	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015016	dorsolateral domain of larval T1 neuromere	skos:narrowMatch	larvalbrain_neuropil:350	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015016	dorsolateral domain of larval T1 neuromere	skos:narrowMatch	larvalbrain_neuropil:528	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015017	dorsomedial domain of larval T1 neuromere	skos:narrowMatch	larvalbrain_neuropil:365	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015017	dorsomedial domain of larval T1 neuromere	skos:narrowMatch	larvalbrain_neuropil:543	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015018	ventrolateral domain of larval T1 neuromere	skos:narrowMatch	larvalbrain_neuropil:434	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015018	ventrolateral domain of larval T1 neuromere	skos:narrowMatch	larvalbrain_neuropil:612	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015019	ventromedial domain of larval T1 neuromere	skos:narrowMatch	larvalbrain_neuropil:450	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015019	ventromedial domain of larval T1 neuromere	skos:narrowMatch	larvalbrain_neuropil:628	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015020	central domain of larval T1 neuromere	skos:narrowMatch	larvalbrain_neuropil:301	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015020	central domain of larval T1 neuromere	skos:narrowMatch	larvalbrain_neuropil:479	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015021	centrolateral domain of larval labial neuromere	skos:narrowMatch	larvalbrain_neuropil:314	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015021	centrolateral domain of larval labial neuromere	skos:narrowMatch	larvalbrain_neuropil:492	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015022	centromedial domain of larval labial neuromere	skos:narrowMatch	larvalbrain_neuropil:329	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015022	centromedial domain of larval labial neuromere	skos:narrowMatch	larvalbrain_neuropil:507	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015023	dorsolateral domain of larval labial neuromere	skos:narrowMatch	larvalbrain_neuropil:347	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015023	dorsolateral domain of larval labial neuromere	skos:narrowMatch	larvalbrain_neuropil:525	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015024	dorsomedial domain of larval labial neuromere	skos:narrowMatch	larvalbrain_neuropil:362	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015024	dorsomedial domain of larval labial neuromere	skos:narrowMatch	larvalbrain_neuropil:540	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015025	ventrolateral domain of larval labial neuromere	skos:narrowMatch	larvalbrain_neuropil:431	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015025	ventrolateral domain of larval labial neuromere	skos:narrowMatch	larvalbrain_neuropil:609	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015026	ventromedial domain of larval labial neuromere	skos:narrowMatch	larvalbrain_neuropil:447	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015026	ventromedial domain of larval labial neuromere	skos:narrowMatch	larvalbrain_neuropil:625	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015027	central domain of larval labial neuromere	skos:narrowMatch	larvalbrain_neuropil:298	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015027	central domain of larval labial neuromere	skos:narrowMatch	larvalbrain_neuropil:476	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015028	centrolateral domain of larval mandibular neuromere	skos:narrowMatch	larvalbrain_neuropil:315	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015028	centrolateral domain of larval mandibular neuromere	skos:narrowMatch	larvalbrain_neuropil:493	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015029	centromedial domain of larval mandibular neuromere	skos:narrowMatch	larvalbrain_neuropil:330	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015029	centromedial domain of larval mandibular neuromere	skos:narrowMatch	larvalbrain_neuropil:508	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015030	dorsolateral domain of larval mandibular neuromere	skos:narrowMatch	larvalbrain_neuropil:348	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015030	dorsolateral domain of larval mandibular neuromere	skos:narrowMatch	larvalbrain_neuropil:526	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015031	dorsomedial domain of larval mandibular neuromere	skos:narrowMatch	larvalbrain_neuropil:363	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015031	dorsomedial domain of larval mandibular neuromere	skos:narrowMatch	larvalbrain_neuropil:541	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015032	ventrolateral domain of larval mandibular neuromere	skos:narrowMatch	larvalbrain_neuropil:432	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015032	ventrolateral domain of larval mandibular neuromere	skos:narrowMatch	larvalbrain_neuropil:610	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015033	ventromedial domain of larval mandibular neuromere	skos:narrowMatch	larvalbrain_neuropil:448	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015033	ventromedial domain of larval mandibular neuromere	skos:narrowMatch	larvalbrain_neuropil:626	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015034	central domain of larval mandibular neuromere	skos:narrowMatch	larvalbrain_neuropil:299	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015034	central domain of larval mandibular neuromere	skos:narrowMatch	larvalbrain_neuropil:477	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015035	centrolateral domain of larval maxillary neuromere	skos:narrowMatch	larvalbrain_neuropil:316	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015035	centrolateral domain of larval maxillary neuromere	skos:narrowMatch	larvalbrain_neuropil:494	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015036	centromedial domain of larval maxillary neuromere	skos:narrowMatch	larvalbrain_neuropil:331	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015036	centromedial domain of larval maxillary neuromere	skos:narrowMatch	larvalbrain_neuropil:509	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015037	dorsolateral domain of larval maxillary neuromere	skos:narrowMatch	larvalbrain_neuropil:349	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015037	dorsolateral domain of larval maxillary neuromere	skos:narrowMatch	larvalbrain_neuropil:527	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015038	dorsomedial domain of larval maxillary neuromere	skos:narrowMatch	larvalbrain_neuropil:364	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015038	dorsomedial domain of larval maxillary neuromere	skos:narrowMatch	larvalbrain_neuropil:542	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015039	ventrolateral domain of larval maxillary neuromere	skos:narrowMatch	larvalbrain_neuropil:433	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015039	ventrolateral domain of larval maxillary neuromere	skos:narrowMatch	larvalbrain_neuropil:611	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015040	ventromedial domain of larval maxillary neuromere	skos:narrowMatch	larvalbrain_neuropil:449	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015040	ventromedial domain of larval maxillary neuromere	skos:narrowMatch	larvalbrain_neuropil:627	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015041	central domain of larval maxillary neuromere	skos:narrowMatch	larvalbrain_neuropil:300	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015041	central domain of larval maxillary neuromere	skos:narrowMatch	larvalbrain_neuropil:478	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015042	centrolateral domain of larval A1 neuromere	skos:narrowMatch	larvalbrain_neuropil:306	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015042	centrolateral domain of larval A1 neuromere	skos:narrowMatch	larvalbrain_neuropil:484	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015043	centromedial domain of larval A1 neuromere	skos:narrowMatch	larvalbrain_neuropil:320	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015043	centromedial domain of larval A1 neuromere	skos:narrowMatch	larvalbrain_neuropil:498	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015044	dorsolateral domain of larval A1 neuromere	skos:narrowMatch	larvalbrain_neuropil:339	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015044	dorsolateral domain of larval A1 neuromere	skos:narrowMatch	larvalbrain_neuropil:517	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015045	dorsomedial domain of larval A1 neuromere	skos:narrowMatch	larvalbrain_neuropil:353	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015045	dorsomedial domain of larval A1 neuromere	skos:narrowMatch	larvalbrain_neuropil:531	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015046	ventrolateral domain of larval A1 neuromere	skos:narrowMatch	larvalbrain_neuropil:423	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015046	ventrolateral domain of larval A1 neuromere	skos:narrowMatch	larvalbrain_neuropil:601	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015047	ventromedial domain of larval A1 neuromere	skos:narrowMatch	larvalbrain_neuropil:438	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015047	ventromedial domain of larval A1 neuromere	skos:narrowMatch	larvalbrain_neuropil:616	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015048	central domain of larval A1 neuromere	skos:narrowMatch	larvalbrain_neuropil:290	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015048	central domain of larval A1 neuromere	skos:narrowMatch	larvalbrain_neuropil:468	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015049	centrolateral domain of larval A2 neuromere	skos:narrowMatch	larvalbrain_neuropil:307	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015049	centrolateral domain of larval A2 neuromere	skos:narrowMatch	larvalbrain_neuropil:485	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015050	centromedial domain of larval A2 neuromere	skos:narrowMatch	larvalbrain_neuropil:321	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015050	centromedial domain of larval A2 neuromere	skos:narrowMatch	larvalbrain_neuropil:499	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015051	dorsolateral domain of larval A2 neuromere	skos:narrowMatch	larvalbrain_neuropil:340	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015051	dorsolateral domain of larval A2 neuromere	skos:narrowMatch	larvalbrain_neuropil:518	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015052	dorsomedial domain of larval A2 neuromere	skos:narrowMatch	larvalbrain_neuropil:354	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015052	dorsomedial domain of larval A2 neuromere	skos:narrowMatch	larvalbrain_neuropil:532	semapv:ManualMappingCuration		2024-07-11	
FBbt:00015053	ventrolateral domain of larval A2 neuromere	skos:narrowMatch	larvalbrain_neuropil:424	semapv:ManualMappingCuration		2024-07-11	
