np_type	FBbt_id	FBbt_name	pub	comment	specificity	notes	notes_2
SMP165	FBbt:20003027	adult superior medial protocerebrum neuron 165					
SMP166	FBbt:20003028	adult superior medial protocerebrum neuron 166					
SMP167	FBbt:20003029	adult superior medial protocerebrum neuron 167					
SMP168	FBbt:20003030	adult superior medial protocerebrum neuron 168					
SMP169	FBbt:20003031	adult superior medial protocerebrum neuron 169					
SMP170	FBbt:20003032	adult superior medial protocerebrum neuron 170					
SMP171	FBbt:20003033	adult superior medial protocerebrum neuron 171					
SMP172	FBbt:20003034	adult superior medial protocerebrum neuron 172					
SMP173	FBbt:20003035	adult superior medial protocerebrum neuron 173					
SMP174	FBbt:20003036	adult superior medial protocerebrum neuron 174					
SMP175	FBbt:20003037	adult superior medial protocerebrum neuron 175					
SMP176	FBbt:20003038	adult superior medial protocerebrum neuron 176					
SMP177	FBbt:20003039	adult superior medial protocerebrum neuron 177					
SMP178	FBbt:20003040	adult superior medial protocerebrum neuron 178					
SMP179	FBbt:20003041	adult superior medial protocerebrum neuron 179					
SMP180	FBbt:20003042	adult superior medial protocerebrum neuron 180					
SMP181	FBbt:20003043	adult superior medial protocerebrum neuron 181					
SMP182	FBbt:20003044	adult superior medial protocerebrum neuron 182					
SMP183	FBbt:20003045	adult superior medial protocerebrum neuron 183					
SMP184	FBbt:20003046	adult superior medial protocerebrum neuron 184					
SMP185	FBbt:20003047	adult superior medial protocerebrum neuron 185					
SMP186	FBbt:20003048	adult superior medial protocerebrum neuron 186					
SMP187	FBbt:20003049	adult superior medial protocerebrum neuron 187					
SMP188	FBbt:20003050	adult superior medial protocerebrum neuron 188					
SMP189	FBbt:20003051	adult superior medial protocerebrum neuron 189					
SMP190	FBbt:20003052	adult superior medial protocerebrum neuron 190					
SMP191	FBbt:20003053	adult superior medial protocerebrum neuron 191					
SMP192	FBbt:20003054	adult superior medial protocerebrum neuron 192					
SMP193	FBbt:20003055	adult superior medial protocerebrum neuron 193					
SMP194	FBbt:20003056	adult superior medial protocerebrum neuron 194					
SMP195_a	FBbt:20003057	adult superior medial protocerebrum neuron 195					
SMP195_b	FBbt:20003057	adult superior medial protocerebrum neuron 195					
SMP196	FBbt:20003058	adult superior medial protocerebrum neuron 196					
SMP197	FBbt:20003059	adult superior medial protocerebrum neuron 197					
SMP198	FBbt:20003060	adult superior medial protocerebrum neuron 198					
SMP199	FBbt:20003061	adult superior medial protocerebrum neuron 199					
SMP200	FBbt:20003062	adult superior medial protocerebrum neuron 200					
SMP201	FBbt:20003063	adult superior medial protocerebrum neuron 201					
SMP202	FBbt:20003064	adult superior medial protocerebrum neuron 202					
SMP203	FBbt:20003065	adult superior medial protocerebrum neuron 203					
SMP204	FBbt:20003066	adult superior medial protocerebrum neuron 204					
SMP205	FBbt:20003067	adult superior medial protocerebrum neuron 205					
SMP206	FBbt:20003068	adult superior medial protocerebrum neuron 206					
SMP207	FBbt:20003069	adult superior medial protocerebrum neuron 207					
SMP208	FBbt:20003070	adult superior medial protocerebrum neuron 208					
SMP209	FBbt:20003071	adult superior medial protocerebrum neuron 209					
SMP210	FBbt:20003072	adult superior medial protocerebrum neuron 210					
SMP211	FBbt:20003073	adult superior medial protocerebrum neuron 211					
SMP212	FBbt:20003074	adult superior medial protocerebrum neuron 212					
SMP213	FBbt:20003075	adult superior medial protocerebrum neuron 213					
SMP214	FBbt:20003076	adult superior medial protocerebrum neuron 214					
SMP215	FBbt:20003077	adult superior medial protocerebrum neuron 215					
SMP216	FBbt:20003078	adult superior medial protocerebrum neuron 216					
SMP217	FBbt:20003079	adult superior medial protocerebrum neuron 217					
SMP218	FBbt:20003080	adult superior medial protocerebrum neuron 218					
SMP219	FBbt:20003081	adult superior medial protocerebrum neuron 219					
SMP220	FBbt:20003082	adult superior medial protocerebrum neuron 220					
SMP221	FBbt:20003083	adult superior medial protocerebrum neuron 221					
SMP222	FBbt:20003084	adult superior medial protocerebrum neuron 222					
SMP223	FBbt:20003085	adult superior medial protocerebrum neuron 223					
SMP224	FBbt:20003086	adult superior medial protocerebrum neuron 224					
SMP225	FBbt:20003087	adult superior medial protocerebrum neuron 225					
SMP226	FBbt:20003088	adult superior medial protocerebrum neuron 226					
SMP227	FBbt:20003089	adult superior medial protocerebrum neuron 227					
SMP228	FBbt:20003090	adult superior medial protocerebrum neuron 228					
SMP229	FBbt:20003091	adult superior medial protocerebrum neuron 229					
SMP230	FBbt:20003092	adult superior medial protocerebrum neuron 230					
SMP231	FBbt:20003093	adult superior medial protocerebrum neuron 231					
SMP232	FBbt:20003094	adult superior medial protocerebrum neuron 232					
SMP233	FBbt:20003095	adult superior medial protocerebrum neuron 233					
SMP234	FBbt:20003096	adult superior medial protocerebrum neuron 234					
SMP235	FBbt:20003097	adult superior medial protocerebrum neuron 235					
SMP236	FBbt:20003098	adult superior medial protocerebrum neuron 236					
SMP237	FBbt:20003099	adult superior medial protocerebrum neuron 237					
SMP238	FBbt:20003100	adult superior medial protocerebrum neuron 238					
SMP239	FBbt:20003101	adult superior medial protocerebrum neuron 239					
SMP240	FBbt:20003102	adult superior medial protocerebrum neuron 240					
SMP241	FBbt:20003103	adult superior medial protocerebrum neuron 241					
SMP242	FBbt:20003104	adult superior medial protocerebrum neuron 242					
SMP243	FBbt:20003105	adult superior medial protocerebrum neuron 243					
SMP244	FBbt:20003106	adult superior medial protocerebrum neuron 244					
SMP245	FBbt:20003107	adult superior medial protocerebrum neuron 245					
SMP246	FBbt:20003108	adult superior medial protocerebrum neuron 246					
SMP247	FBbt:20003109	adult superior medial protocerebrum neuron 247					
SMP248	FBbt:20003110	adult superior medial protocerebrum neuron 248					
SMP249	FBbt:20003111	adult superior medial protocerebrum neuron 249					
SMP250	FBbt:20003112	adult superior medial protocerebrum neuron 250					
SMP251	FBbt:20003113	adult superior medial protocerebrum neuron 251					
SMP252	FBbt:20003114	adult superior medial protocerebrum neuron 252					
SMP253	FBbt:20003115	adult superior medial protocerebrum neuron 253					
SMP254	FBbt:20003116	adult superior medial protocerebrum neuron 254					
SMP255	FBbt:20003117	adult superior medial protocerebrum neuron 255					
SMP256	FBbt:20003118	adult superior medial protocerebrum neuron 256					
SMP257	FBbt:20003119	adult superior medial protocerebrum neuron 257					
SMP258	FBbt:20003120	adult superior medial protocerebrum neuron 258					
SMP259	FBbt:20003121	adult superior medial protocerebrum neuron 259					
SMP260	FBbt:20003122	adult superior medial protocerebrum neuron 260					
SMP261	FBbt:20003123	adult superior medial protocerebrum neuron 261					
SMP262	FBbt:20003124	adult superior medial protocerebrum neuron 262					
SMP263	FBbt:20003125	adult superior medial protocerebrum neuron 263					
SMP264	FBbt:20003126	adult superior medial protocerebrum neuron 264					
SMP265	FBbt:20003127	adult superior medial protocerebrum neuron 265					
SMP266	FBbt:20003128	adult superior medial protocerebrum neuron 266					
SMP267	FBbt:20003129	adult superior medial protocerebrum neuron 267					
SMP268	FBbt:20003130	adult superior medial protocerebrum neuron 268					
SMP269	FBbt:20003131	adult superior medial protocerebrum neuron 269					
SMP270	FBbt:20003132	adult superior medial protocerebrum neuron 270					
SMP271	FBbt:20003133	adult superior medial protocerebrum neuron 271					
SMP272	FBbt:20003134	adult superior medial protocerebrum neuron 272					
SMP273	FBbt:20003135	adult superior medial protocerebrum neuron 273					
SMP274	FBbt:20003136	adult superior medial protocerebrum neuron 274					
SMP275	FBbt:20003137	adult superior medial protocerebrum neuron 275					
SMP276	FBbt:20003138	adult superior medial protocerebrum neuron 276					
SMP277	FBbt:20003139	adult superior medial protocerebrum neuron 277					
SMP278	FBbt:20003140	adult superior medial protocerebrum neuron 278					
SMP279_a	FBbt:20003141	adult superior medial protocerebrum neuron 279					
SMP279_b	FBbt:20003141	adult superior medial protocerebrum neuron 279					
SMP279_c	FBbt:20003141	adult superior medial protocerebrum neuron 279					
SMP280	FBbt:20003142	adult superior medial protocerebrum neuron 280					
SMP281	FBbt:20003143	adult superior medial protocerebrum neuron 281					
SMP282	FBbt:20003144	adult superior medial protocerebrum neuron 282					
SMP283	FBbt:20003145	adult superior medial protocerebrum neuron 283					
SMP284	FBbt:20003146	adult superior medial protocerebrum neuron 284					
SMP285	FBbt:20003147	adult superior medial protocerebrum neuron 285					
SMP286	FBbt:20003148	adult superior medial protocerebrum neuron 286					
SMP287	FBbt:20003149	adult superior medial protocerebrum neuron 287					
SMP288	FBbt:20003150	adult superior medial protocerebrum neuron 288					
SMP289	FBbt:20003151	adult superior medial protocerebrum neuron 289					
SMP290	FBbt:20003152	adult superior medial protocerebrum neuron 290					
SMP291	FBbt:20003153	adult superior medial protocerebrum neuron 291					
SMP292	FBbt:20003154	adult superior medial protocerebrum neuron 292					
SMP293	FBbt:20003155	adult superior medial protocerebrum neuron 293					
SMP294	FBbt:20003156	adult superior medial protocerebrum neuron 294					
SMP295	FBbt:20003157	adult superior medial protocerebrum neuron 295					
SMP296	FBbt:20003158	adult superior medial protocerebrum neuron 296					
SMP297	FBbt:20003159	adult superior medial protocerebrum neuron 297					
SMP298	FBbt:20003160	adult superior medial protocerebrum neuron 298					
SMP299	FBbt:20003161	adult superior medial protocerebrum neuron 299					
SMP300	FBbt:20003162	adult superior medial protocerebrum neuron 300					
SMP301	FBbt:20003163	adult superior medial protocerebrum neuron 301					
SMP302	FBbt:20003164	adult superior medial protocerebrum neuron 302					
SMP303	FBbt:20003165	adult superior medial protocerebrum neuron 303					
SMP304	FBbt:20003166	adult superior medial protocerebrum neuron 304					
SMP305	FBbt:20003167	adult superior medial protocerebrum neuron 305					
SMP306	FBbt:20003168	adult superior medial protocerebrum neuron 306					
SMP307	FBbt:20003169	adult superior medial protocerebrum neuron 307					
SMP308	FBbt:20003170	adult superior medial protocerebrum neuron 308					
SMP309	FBbt:20003171	adult superior medial protocerebrum neuron 309					
SMP310	FBbt:20003172	adult superior medial protocerebrum neuron 310					
SMP311	FBbt:20003173	adult superior medial protocerebrum neuron 311					
SMP312	FBbt:20003174	adult superior medial protocerebrum neuron 312					
SMP313	FBbt:20003175	adult superior medial protocerebrum neuron 313					
SMP314	FBbt:20003176	adult superior medial protocerebrum neuron 314					
SMP315	FBbt:20003177	adult superior medial protocerebrum neuron 315					
SMP316	FBbt:20003178	adult superior medial protocerebrum neuron 316					
SMP316_a	FBbt:20003178	adult superior medial protocerebrum neuron 316					
SMP316_b	FBbt:20003178	adult superior medial protocerebrum neuron 316					
SMP317	FBbt:20003179	adult superior medial protocerebrum neuron 317					
SMP318	FBbt:20003180	adult superior medial protocerebrum neuron 318					
SMP319	FBbt:20003181	adult superior medial protocerebrum neuron 319					
SMP320	FBbt:20003182	adult superior medial protocerebrum neuron 320					
SMP321	FBbt:20003183	adult superior medial protocerebrum neuron 321					
SMP322	FBbt:20003184	adult superior medial protocerebrum neuron 322					
SMP323	FBbt:20003185	adult superior medial protocerebrum neuron 323					
SMP324	FBbt:20003186	adult superior medial protocerebrum neuron 324					
SMP325	FBbt:20003187	adult superior medial protocerebrum neuron 325					
SMP326	FBbt:20003188	adult superior medial protocerebrum neuron 326					
SMP327	FBbt:20003189	adult superior medial protocerebrum neuron 327					
SMP328	FBbt:20003190	adult superior medial protocerebrum neuron 328					
SMP329	FBbt:20003191	adult superior medial protocerebrum neuron 329					
SMP330	FBbt:20003192	adult superior medial protocerebrum neuron 330					
SMP331	FBbt:20003193	adult superior medial protocerebrum neuron 331					
SMP332	FBbt:20003194	adult superior medial protocerebrum neuron 332					
SMP333	FBbt:20003195	adult superior medial protocerebrum neuron 333					
SMP334	FBbt:20003196	adult superior medial protocerebrum neuron 334					
SMP335	FBbt:20003197	adult superior medial protocerebrum neuron 335					
SMP336	FBbt:20003198	adult superior medial protocerebrum neuron 336					
SMP337	FBbt:20003199	adult superior medial protocerebrum neuron 337					
SMP338	FBbt:20003200	adult superior medial protocerebrum neuron 338					
SMP339	FBbt:20003201	adult superior medial protocerebrum neuron 339					
SMP340	FBbt:20003202	adult superior medial protocerebrum neuron 340					
SMP341	FBbt:20003203	adult superior medial protocerebrum neuron 341					
SMP342	FBbt:20003204	adult superior medial protocerebrum neuron 342					
SMP343	FBbt:20003205	adult superior medial protocerebrum neuron 343					
SMP344	FBbt:20003206	adult superior medial protocerebrum neuron 344					
SMP345	FBbt:20003207	adult superior medial protocerebrum neuron 345					
SMP346	FBbt:20003208	adult superior medial protocerebrum neuron 346					
SMP347	FBbt:20003209	adult superior medial protocerebrum neuron 347					
SMP348	FBbt:20003210	adult superior medial protocerebrum neuron 348					
SMP349	FBbt:20003211	adult superior medial protocerebrum neuron 349					
SMP350	FBbt:20003212	adult superior medial protocerebrum neuron 350					
SMP351	FBbt:20003213	adult superior medial protocerebrum neuron 351					
SMP352	FBbt:20003214	adult superior medial protocerebrum neuron 352					
SMP353	FBbt:20003215	adult superior medial protocerebrum neuron 353					
SMP354	FBbt:20003216	adult superior medial protocerebrum neuron 354					
SMP355	FBbt:20003217	adult superior medial protocerebrum neuron 355					
SMP356	FBbt:20003218	adult superior medial protocerebrum neuron 356					
SMP357	FBbt:20003219	adult superior medial protocerebrum neuron 357					
SMP358	FBbt:20003220	adult superior medial protocerebrum neuron 358					
SMP359	FBbt:20003221	adult superior medial protocerebrum neuron 359					
SMP359_a	FBbt:20003221	adult superior medial protocerebrum neuron 359					
SMP359_b	FBbt:20003221	adult superior medial protocerebrum neuron 359					
SMP360	FBbt:20003222	adult superior medial protocerebrum neuron 360					
SMP361	FBbt:20003223	adult superior medial protocerebrum neuron 361					
SMP362	FBbt:20003224	adult superior medial protocerebrum neuron 362					
SMP363	FBbt:20003225	adult superior medial protocerebrum neuron 363					
SMP364	FBbt:20003226	adult superior medial protocerebrum neuron 364					
SMP365	FBbt:20003227	adult superior medial protocerebrum neuron 365					
SMP366	FBbt:20003228	adult superior medial protocerebrum neuron 366					
SMP367	FBbt:00111317	adult CCAP protocerebrum neuron					
SMP368	FBbt:20003230	adult superior medial protocerebrum neuron 368					
SMP369	FBbt:20003231	adult superior medial protocerebrum neuron 369					
SMP370	FBbt:20003232	adult superior medial protocerebrum neuron 370					
SMP371	FBbt:20003233	adult superior medial protocerebrum neuron 371					
SMP372	FBbt:20003234	adult superior medial protocerebrum neuron 372					
SMP373	FBbt:20003235	adult superior medial protocerebrum neuron 373					
SMP374	FBbt:20003236	adult superior medial protocerebrum neuron 374					
SMP375	FBbt:20003237	adult superior medial protocerebrum neuron 375					
SMP376	FBbt:20003238	adult superior medial protocerebrum neuron 376					
SMP377	FBbt:20003239	adult superior medial protocerebrum neuron 377					
SMP378	FBbt:20003240	adult superior medial protocerebrum neuron 378					
SMP379	FBbt:20003241	adult superior medial protocerebrum neuron 379					
SMP380	FBbt:20003242	adult superior medial protocerebrum neuron 380					
SMP381	FBbt:20003243	adult superior medial protocerebrum neuron 381					
SMP382	FBbt:20003244	adult superior medial protocerebrum neuron 382					
SMP383	FBbt:20003245	adult superior medial protocerebrum neuron 383					
SMP384	FBbt:20003246	adult superior medial protocerebrum neuron 384					
SMP385	FBbt:20003247	adult superior medial protocerebrum neuron 385					
SMP386	FBbt:20003248	adult superior medial protocerebrum neuron 386					
SMP387	FBbt:20003249	adult superior medial protocerebrum neuron 387					
SMP388	FBbt:20003250	adult superior medial protocerebrum neuron 388					
SMP389	FBbt:20003251	adult superior medial protocerebrum neuron 389					
SMP390	FBbt:20003252	adult superior medial protocerebrum neuron 390					
SMP391	FBbt:20003253	adult superior medial protocerebrum neuron 391					
SMP392	FBbt:20003254	adult superior medial protocerebrum neuron 392					
SMP393	FBbt:20003255	adult superior medial protocerebrum neuron 393					
SMP394	FBbt:20003256	adult superior medial protocerebrum neuron 394					
SMP395	FBbt:20003257	adult superior medial protocerebrum neuron 395					
SMP396	FBbt:20003258	adult superior medial protocerebrum neuron 396					
SMP397	FBbt:20003259	adult superior medial protocerebrum neuron 397					
SMP398	FBbt:20003260	adult superior medial protocerebrum neuron 398					
SMP399	FBbt:20003261	adult superior medial protocerebrum neuron 399					
SMP400	FBbt:20003262	adult superior medial protocerebrum neuron 400					
SMP401	FBbt:20003263	adult superior medial protocerebrum neuron 401					
SMP402	FBbt:20003264	adult superior medial protocerebrum neuron 402					
SMP403	FBbt:20003265	adult superior medial protocerebrum neuron 403					
SMP404	FBbt:20003266	adult superior medial protocerebrum neuron 404					
SMP405	FBbt:20003267	adult superior medial protocerebrum neuron 405					
SMP406	FBbt:20003268	adult superior medial protocerebrum neuron 406					
SMP407	FBbt:20003269	adult superior medial protocerebrum neuron 407					
SMP408	FBbt:20003270	adult superior medial protocerebrum neuron 408					
SMP408_a	FBbt:20003270	adult superior medial protocerebrum neuron 408					
SMP408_b	FBbt:20003270	adult superior medial protocerebrum neuron 408					
SMP408_c	FBbt:20003270	adult superior medial protocerebrum neuron 408					
SMP408_d	FBbt:20003270	adult superior medial protocerebrum neuron 408					
SMP409	FBbt:20003271	adult superior medial protocerebrum neuron 409					
SMP410	FBbt:20003272	adult superior medial protocerebrum neuron 410					
SMP411	FBbt:20003273	adult superior medial protocerebrum neuron 411					
SMP412	FBbt:20003274	adult superior medial protocerebrum neuron 412					
SMP413	FBbt:20003275	adult superior medial protocerebrum neuron 413					
SMP414	FBbt:20003276	adult superior medial protocerebrum neuron 414					
SMP415	FBbt:20003277	adult superior medial protocerebrum neuron 415					
SMP416	FBbt:20003278	adult superior medial protocerebrum neuron 416					
SMP417	FBbt:20003279	adult superior medial protocerebrum neuron 417					
SMP418	FBbt:20003280	adult superior medial protocerebrum neuron 418					
SMP419	FBbt:20003281	adult superior medial protocerebrum neuron 419					
SMP420	FBbt:20003282	adult superior medial protocerebrum neuron 420					
SMP421	FBbt:20003283	adult superior medial protocerebrum neuron 421					
SMP422	FBbt:20003284	adult superior medial protocerebrum neuron 422					
SMP423	FBbt:20003285	adult superior medial protocerebrum neuron 423					
SMP424	FBbt:20003286	adult superior medial protocerebrum neuron 424					
SMP425	FBbt:20003287	adult superior medial protocerebrum neuron 425					
SMP426	FBbt:20003288	adult superior medial protocerebrum neuron 426					
SMP427	FBbt:20003289	adult superior medial protocerebrum neuron 427					
SMP428	FBbt:20003290	adult superior medial protocerebrum neuron 428					
SMP429	FBbt:20003291	adult superior medial protocerebrum neuron 429					
SMP430	FBbt:20003292	adult superior medial protocerebrum neuron 430					
SMP431	FBbt:20003293	adult superior medial protocerebrum neuron 431					
SMP432_a	FBbt:20003294	adult superior medial protocerebrum neuron 432					
SMP432_b	FBbt:20003294	adult superior medial protocerebrum neuron 432					
SMP433	FBbt:20003295	adult superior medial protocerebrum neuron 433					
SMP434	FBbt:20003296	adult superior medial protocerebrum neuron 434					
SMP435	FBbt:20003297	adult superior medial protocerebrum neuron 435					
SMP436	FBbt:20003298	adult superior medial protocerebrum neuron 436					
SMP437	FBbt:20003299	adult superior medial protocerebrum neuron 437					
SMP438	FBbt:20003300	adult superior medial protocerebrum neuron 438					
SMP439	FBbt:20003301	adult superior medial protocerebrum neuron 439					
SMP440	FBbt:20003302	adult superior medial protocerebrum neuron 440					
SMP441	FBbt:20003303	adult superior medial protocerebrum neuron 441					
SMP442	FBbt:20003304	adult superior medial protocerebrum neuron 442					
SMP443	FBbt:20003305	adult superior medial protocerebrum neuron 443					
SMP444	FBbt:20003306	adult superior medial protocerebrum neuron 444					
SMP445	FBbt:20003307	adult superior medial protocerebrum neuron 445					
SMP446	FBbt:20003308	adult superior medial protocerebrum neuron 446					
SMP447	FBbt:20003309	adult superior medial protocerebrum neuron 447					
SMP448	FBbt:20003310	adult superior medial protocerebrum neuron 448					
SMP449	FBbt:20003311	adult superior medial protocerebrum neuron 449					
SMP450	FBbt:20003312	adult superior medial protocerebrum neuron 450					
SMP451	FBbt:20003313	adult superior medial protocerebrum neuron 451					
SMP452	FBbt:20003314	adult superior medial protocerebrum neuron 452					
SMP453	FBbt:20003315	adult superior medial protocerebrum neuron 453					
SMP454	FBbt:20003316	adult superior medial protocerebrum neuron 454					
SMP455	FBbt:20003317	adult superior medial protocerebrum neuron 455					
SMP456	FBbt:20003318	adult superior medial protocerebrum neuron 456					
SMP457	FBbt:20003319	adult superior medial protocerebrum neuron 457					
SMP458	FBbt:20003320	adult superior medial protocerebrum neuron 458					
SMP459	FBbt:20003321	adult superior medial protocerebrum neuron 459					
SMP460	FBbt:20003322	adult superior medial protocerebrum neuron 460					
SMP461	FBbt:20003323	adult superior medial protocerebrum neuron 461					
SMP462	FBbt:20003324	adult superior medial protocerebrum neuron 462					
SMP463	FBbt:20003325	adult superior medial protocerebrum neuron 463					
SMP464	FBbt:20003326	adult superior medial protocerebrum neuron 464					
SMP465	FBbt:20003327	adult superior medial protocerebrum neuron 465					
SMP466	FBbt:20003328	adult superior medial protocerebrum neuron 466					
SMP467	FBbt:20003329	adult superior medial protocerebrum neuron 467					
SMP468	FBbt:20003330	adult superior medial protocerebrum neuron 468					
SMP469	FBbt:20003331	adult superior medial protocerebrum neuron 469					
SMP470	FBbt:20003332	adult superior medial protocerebrum neuron 470					
SMP471	FBbt:20003333	adult superior medial protocerebrum neuron 471					
SMP472	FBbt:20003334	adult superior medial protocerebrum neuron 472					
SMP473	FBbt:20003335	adult superior medial protocerebrum neuron 473					
SMP474	FBbt:20003336	adult superior medial protocerebrum neuron 474					
SMP475	FBbt:20003337	adult superior medial protocerebrum neuron 475					
SMP476	FBbt:20003338	adult superior medial protocerebrum neuron 476					
SMP477	FBbt:20003339	adult superior medial protocerebrum neuron 477					
SMP478	FBbt:20003340	adult superior medial protocerebrum neuron 478					
SMP479	FBbt:20003341	adult superior medial protocerebrum neuron 479					
SMP480	FBbt:20003342	adult superior medial protocerebrum neuron 480					
SMP481	FBbt:20003343	adult superior medial protocerebrum neuron 481					
SMP482	FBbt:20003344	adult superior medial protocerebrum neuron 482					
SMP483	FBbt:20003345	adult superior medial protocerebrum neuron 483					
SMP484	FBbt:20003346	adult superior medial protocerebrum neuron 484					
SMP485	FBbt:20003347	adult superior medial protocerebrum neuron 485					
SMP486_a	FBbt:20003348	adult superior medial protocerebrum neuron 486					
SMP486_b	FBbt:20003348	adult superior medial protocerebrum neuron 486					
SMP486_c	FBbt:20003348	adult superior medial protocerebrum neuron 486					
SMP486_d	FBbt:20003348	adult superior medial protocerebrum neuron 486					
SMP486_e	FBbt:20003348	adult superior medial protocerebrum neuron 486					
SMP486_f	FBbt:20003348	adult superior medial protocerebrum neuron 486					
SMP487	FBbt:20003349	adult superior medial protocerebrum neuron 487					
SMP488	FBbt:20003350	adult superior medial protocerebrum neuron 488					
SMP489	FBbt:20003351	adult superior medial protocerebrum neuron 489					
SMP490	FBbt:20003352	adult superior medial protocerebrum neuron 490					
SMP491	FBbt:20003353	adult superior medial protocerebrum neuron 491					
SMP492	FBbt:20003354	adult superior medial protocerebrum neuron 492					
SMP493	FBbt:20003355	adult superior medial protocerebrum neuron 493					
SMP494	FBbt:20003356	adult superior medial protocerebrum neuron 494					
SMP495	FBbt:20003357	adult superior medial protocerebrum neuron 495					
SMP496	FBbt:20003358	adult superior medial protocerebrum neuron 496					
SMP497	FBbt:20003359	adult superior medial protocerebrum neuron 497					
SMP498	FBbt:20003360	adult superior medial protocerebrum neuron 498					
SMP499	FBbt:20003361	adult superior medial protocerebrum neuron 499					
SMP500	FBbt:20003362	adult superior medial protocerebrum neuron 500					
SMP501	FBbt:20003363	adult superior medial protocerebrum neuron 501					
SMP502	FBbt:20003364	adult superior medial protocerebrum neuron 502					
SMP503	FBbt:20003365	adult superior medial protocerebrum neuron 503					
SMP504	FBbt:20003366	adult superior medial protocerebrum neuron 504					
SMP505	FBbt:20003367	adult superior medial protocerebrum neuron 505					
SMP506	FBbt:20003368	adult superior medial protocerebrum neuron 506					
SMP507	FBbt:20003369	adult superior medial protocerebrum neuron 507					
SMP508	FBbt:20003370	adult superior medial protocerebrum neuron 508					
SMP509	FBbt:20003371	adult superior medial protocerebrum neuron 509					
SMP510	FBbt:20003372	adult superior medial protocerebrum neuron 510					
SMP511	FBbt:20003373	adult superior medial protocerebrum neuron 511					
SMP512	FBbt:20003374	adult superior medial protocerebrum neuron 512					
SMP513	FBbt:20003375	adult superior medial protocerebrum neuron 513					
SMP514	FBbt:20003376	adult superior medial protocerebrum neuron 514					
SMP515	FBbt:20003377	adult superior medial protocerebrum neuron 515					
SMP516	FBbt:20003378	adult superior medial protocerebrum neuron 516					
SMP517	FBbt:20003379	adult superior medial protocerebrum neuron 517					
SMP518	FBbt:20003380	adult superior medial protocerebrum neuron 518					
SMP519	FBbt:20003381	adult superior medial protocerebrum neuron 519					
SMP520	FBbt:20003382	adult superior medial protocerebrum neuron 520					
SMP521	FBbt:20003383	adult superior medial protocerebrum neuron 521					
SMP522	FBbt:20003384	adult superior medial protocerebrum neuron 522					
SMP523	FBbt:20003385	adult superior medial protocerebrum neuron 523					
SMP524	FBbt:20003386	adult superior medial protocerebrum neuron 524					
SMP525	FBbt:20003387	adult superior medial protocerebrum neuron 525					
SMP526	FBbt:20003388	adult superior medial protocerebrum neuron 526					
SMP527	FBbt:20003389	adult superior medial protocerebrum neuron 527					
SMP528	FBbt:20003390	adult superior medial protocerebrum neuron 528					
SMP529	FBbt:20003391	adult superior medial protocerebrum neuron 529					
SMP530	FBbt:20003392	adult DN1pC neuron					
SMP531	FBbt:20003393	adult superior medial protocerebrum neuron 531					
SMP532	FBbt:20003394	adult DN1pE neuron					
SMP533	FBbt:20003395	adult superior medial protocerebrum neuron 533					
SMP534	FBbt:20003396	adult superior medial protocerebrum neuron 534					
SMP535	FBbt:20003397	adult superior medial protocerebrum neuron 535					
SMP536	FBbt:20003398	adult superior medial protocerebrum neuron 536					
SMP537	FBbt:20003399	adult contralaterally-projecting DN1pD neuron					
SMP538	FBbt:20003400	adult superior medial protocerebrum neuron 538					
SMP539	FBbt:20003401	adult ipsilateral DN1pD neuron					
SMP540	FBbt:20003402	adult superior medial protocerebrum neuron 540					
SMP541	FBbt:20003403	adult superior medial protocerebrum neuron 541					
SMP542	FBbt:20003404	adult superior medial protocerebrum neuron 542					
SMP543	FBbt:20003405	adult superior medial protocerebrum neuron 543					
SMP544	FBbt:20003406	adult superior medial protocerebrum neuron 544					
SMP545	FBbt:20003407	adult superior medial protocerebrum neuron 545					
SMP546	FBbt:20003408	adult superior medial protocerebrum neuron 546					
SMP547	FBbt:20003409	adult superior medial protocerebrum neuron 547					
SMP548	FBbt:20003410	adult superior medial protocerebrum neuron 548					
SMP549	FBbt:20003411	adult superior medial protocerebrum neuron 549					
SMP550	FBbt:20003412	adult superior medial protocerebrum neuron 550					
SMP551	FBbt:20003413	adult superior medial protocerebrum neuron 551					
SMP552	FBbt:20003414	adult superior medial protocerebrum neuron 552					
SMP553	FBbt:20003415	adult superior medial protocerebrum neuron 553					
SMP554	FBbt:20003416	adult superior medial protocerebrum neuron 554					
SMP555	FBbt:20003417	adult superior medial protocerebrum neuron 555					
SMP556	FBbt:20003418	adult superior medial protocerebrum neuron 556					
SMP557	FBbt:20003419	adult superior medial protocerebrum neuron 557					
SMP558	FBbt:20003420	adult superior medial protocerebrum neuron 558					
SMP559	FBbt:20003421	adult superior medial protocerebrum neuron 559					
SMP560	FBbt:20003422	adult superior medial protocerebrum neuron 560					
SMP561	FBbt:20003423	adult superior medial protocerebrum neuron 561					
SMP562	FBbt:20003424	adult superior medial protocerebrum neuron 562					
SMP563	FBbt:20003425	adult superior medial protocerebrum neuron 563					
SMP564	FBbt:20003426	adult superior medial protocerebrum neuron 564					
SMP565	FBbt:20003427	adult superior medial protocerebrum neuron 565					
SMP566	FBbt:20003428	adult superior medial protocerebrum neuron 566					
SMP567	FBbt:20003429	adult superior medial protocerebrum neuron 567					
SMP568_a	FBbt:20003430	adult superior medial protocerebrum neuron 568					
SMP568_b	FBbt:20003430	adult superior medial protocerebrum neuron 568					
